Yes/No,Yes/No
Edit Email Template,Edit Email Template
Visible In,Visible In
Manage Blocks,Manage Blocks
New Tax Rule,New Tax Rule
This block no longer exists,This block no longer exists
Delete Attribute,Delete Attribute
Decimal,Decimal
Edit System Template,Edit System Template
Frontend Model,Frontend Model
Default Store,Default Store
Detailed Rating,Detailed Rating
Save And Continue Edit,Save And Continue Edit
Are you sure you want to do this?,Are you sure you want to do this?
Customer Tax Class,Customer Tax Class
Feature Products,Feature Products
New Review,New Review
Number of Uses,Number of Uses
Invalid Answer,Invalid Answer
Website Information,Website Information
Attribute set with the same name already exists.,Attribute set with the same name already exists.
Searchable,Searchable
Error while saving this role. Please try again later.,Error while saving this role. Please try again later.
Group was successfully deleted,Group was successfully deleted
Order was not changed,Order was not changed
Per Item,Per Item
Edit Product Attribute,Edit Product Attribute
System Properties,System Properties
County,County
General Information,General Information
ex. http://domain.com,ex. http://domain.com
Manage Catalog Categories,Manage Catalog Categories
Wishlist vs. Regular Order,Wishlist vs. Regular Order
New Template,New Template
Delete Website,Delete Website
All stores,All stores
Purchased On,Purchased On
Edit Order Status,Edit Order Status
Layout,Layout
Password Confirmation,Password Confirmation
Tag was successfully deleted,Tag was successfully deleted
Catalog Searches,Catalog Searches
To,To
Error while deleting this role. Please try again later.,Error while deleting this role. Please try again later.
Select All Stores,Select All Stores
Offline,Offline
Recently Viewed,Recently Viewed
Description,Description
Tax class was successfully deleted,Tax class was successfully deleted
Are you sure?,Are you sure?
Never,Never
Block Information,Block Information
Email,Email
Included Customer Groups,Included Customer Groups
Disable,Disable
Delete Class,Delete Class
Poll Information,Poll Information
Create Newsletter Template,Create Newsletter Template
Coupons,Coupons
Customer,Customer
Last Review,Last Review
Polls,Polls
Edit,Edit
Country,Country
Remove,Remove
Account successfully saved,Account successfully saved
Days in Wishlist,Days in Wishlist
Page was successfully saved,Page was successfully saved
Manage Product Sets,Manage Product Sets
Review Details,Review Details
Add New Rating,Add New Rating
for,for
You cannot update this attribute,You cannot update this attribute
Attribute Code,Attribute Code
Add New Set,Add New Set
Associated Products,Associated Products
Edit Newsletter Template,Edit Newsletter Template
There is already a customer registered using this email,There is already a customer registered using this email
Processed,Processed
Credit Card Type,Credit Card Type
Rating isn't Available,Rating isn't Available
"This tab contains invalid data. Please, solve the problem before saving.","This tab contains invalid data. Please, solve the problem before saving."
Remove Item,Remove
Subscribe to Newsletter,Subscribe to Newsletter
Are you sure that you want to delete this template?,Are you sure that you want to delete this template?
3 stars,3 stars
Order Date: %s,Order Date: %s
